timestamp,node_id,epoch,step,loss,perplexity,samples,tokens
2026-08-28 05:38:40,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,4,12,2.2656,9.6369,1824,3735552
2026-08-28 05:38:45,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,4,5,2.5625,12.9682,1600,3276800
2026-08-28 05:39:35,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,4,13,1.9766,7.2182,1856,3801088
2026-08-28 05:39:41,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,4,6,2.3594,10.5846,1632,3342336
2026-08-28 05:40:31,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,4,14,2.1250,8.3729,1888,3866624
2026-08-28 05:40:37,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,4,7,2.4219,11.2672,1664,3407872
2026-08-28 05:41:26,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,4,15,2.1094,8.2433,1920,3932160
2026-08-28 05:41:32,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,4,8,2.0625,7.8656,1696,3473408
2026-08-28 05:42:28,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,4,9,2.2344,9.3409,1728,3538944
2026-08-28 05:43:24,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,4,10,1.7109,5.5339,1760,3604480
2026-08-28 05:44:20,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,4,11,2.5000,12.1825,1792,3670016
2026-08-28 05:45:07,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,5,1,1.9922,7.3316,1952,3997696
2026-08-28 05:45:15,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,4,12,2.3438,10.4208,1824,3735552
2026-08-28 05:46:02,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,5,2,2.2188,9.1963,1984,4063232
2026-08-28 05:46:11,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,4,13,2.0312,7.6232,1856,3801088
2026-08-28 05:46:57,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,5,3,2.4688,11.8083,2016,4128768
2026-08-28 05:47:06,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,4,14,2.1719,8.7749,1888,3866624
2026-08-28 05:47:53,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,5,4,1.9062,6.7275,2048,4194304
2026-08-28 05:48:02,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,4,15,2.1562,8.6382,1920,3932160
2026-08-28 05:48:49,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,5,5,2.0938,8.1157,2080,4259840
2026-08-28 05:49:44,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,5,6,2.1250,8.3729,2112,4325376
2026-08-28 05:50:40,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,5,7,1.8828,6.5719,2144,4390912
2026-08-28 05:51:36,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,5,8,1.8516,6.3700,2176,4456448
2026-08-28 05:51:43,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,5,1,2.1562,8.6382,1952,3997696
2026-08-28 05:52:31,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,5,9,1.6016,4.9610,2208,4521984
2026-08-28 05:52:38,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,5,2,2.3594,10.5846,1984,4063232
2026-08-28 05:53:27,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,5,10,1.8906,6.6233,2240,4587520
2026-08-28 05:53:34,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,5,3,2.6250,13.8046,2016,4128768
2026-08-28 05:54:23,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,5,11,1.6484,5.1987,2272,4653056
2026-08-28 05:54:29,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,5,4,2.0000,7.3891,2048,4194304
2026-08-28 05:55:19,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,5,12,1.8125,6.1257,2304,4718592
2026-08-28 05:55:25,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,5,5,2.1875,8.9129,2080,4259840
2026-08-28 05:56:15,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,5,13,1.9453,6.9957,2336,4784128
2026-08-28 05:56:20,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,5,6,2.2031,9.0530,2112,4325376
2026-08-28 05:57:10,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,5,14,2.0000,7.3891,2368,4849664
2026-08-28 05:57:16,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,5,7,1.9141,6.7808,2144,4390912
2026-08-28 05:58:06,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,5,15,1.5938,4.9224,2400,4915200
2026-08-28 05:58:12,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,5,8,1.8594,6.4199,2176,4456448
2026-08-28 05:59:07,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,5,9,1.6250,5.0784,2208,4521984
2026-08-28 06:00:03,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,5,10,1.9062,6.7275,2240,4587520
2026-08-28 06:00:59,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,5,11,1.6641,5.2809,2272,4653056
2026-08-28 06:01:48,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,6,1,1.7422,5.7099,2432,4980736
2026-08-28 06:01:55,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,5,12,1.8281,6.2221,2304,4718592
2026-08-28 06:02:44,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,6,2,2.0000,7.3891,2464,5046272
2026-08-28 06:02:50,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,5,13,1.9609,7.1057,2336,4784128
2026-08-28 06:03:39,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,6,3,1.9766,7.2182,2496,5111808
2026-08-28 06:03:46,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,5,14,2.0469,7.7439,2368,4849664
2026-08-28 06:04:35,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,6,4,1.7891,5.9841,2528,5177344
2026-08-28 06:04:42,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,5,15,1.6094,4.9998,2400,4915200
2026-08-28 06:05:31,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,6,5,2.0469,7.7439,2560,5242880
2026-08-28 06:06:26,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,6,6,1.5938,4.9224,2592,5308416
2026-08-28 06:07:22,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,6,7,1.8438,6.3205,2624,5373952
2026-08-28 06:08:18,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,6,8,1.8125,6.1257,2656,5439488
2026-08-28 06:08:24,slakshna1r2qmhcgzsvfqdf8r8w5wt2y5wkthwu89kayjpd,6,1,1.7969,6.0309,2432,4980736
2026-08-28 06:09:13,slakshna1vk43zgsr8n8aar6e44e3q4qqc7l2sjhgcjr9va,6,9,1.9453,6.9957,2688,5505024
